tokenId,weapons,faces,body,location,sport,pets,flowers,traffic,probability score,probability rarest,rare score,rare rarest
5738,🗡️,😘,👨‍🎨👩‍🎨 🔴,🎡,⛹️,🐻,💮,🛵,28.88242174,6772,2365,6524
5739,🦯,🤣,👨‍🍳👩‍🍳,⛺ 🟢,🚣,🦄,🌷,🚌,28.49862347,7045,2445,7100
5740,"""🛅✖️🆓"" ⛓️ 🟡 🆙",😃,👨‍🚀👩‍🚀,🏔️ 🟤,🛌,"""🆙 🆓"" 🦁 🟠",💮,🛸 ⚪,40.84541343,1086,1566,1496
5741,🧯,😁,👨‍🎓👩‍🎓,🎪,"""🚼 🔣"" ⛷️ 🟠",🐴,🌸,🛩️,31.36542236,5554,2404,6826
5742,🔫 🟣,🤢,👩‍🏫👩‍⚖️,🏟️ 🔴,⛹️,🐹,🌺,"""💦 9️⃣"" 🚤 🔵",37.398795,2320,1883,3354
5743,📌,😅,👨‍🍳👩‍🍳,🌇,🏌️,🐹 🔵,🌹,🚜,28.27103083,7162,2290,6070
5744,🛡️,😴,👨‍🍳👩‍🍳,🏜️,🤽,🐨 🔵,🍀,🏍️,28.37340107,7115,2264,5962
5745,⛓️,😰,🤴👸 🔴,"""📵 🔠"" 🎡 🔵",🏌️,🐴,"""👄✖️0️⃣"" 🏵️ 🟡 🆙",🛺,40.82603744,1089,1556,1447
5746,🗡️,😎,👩‍🏫👩‍⚖️,"""💢 3️⃣"" 🌃 🟠",🚣,"""🧡 7️⃣"" 🐶 ⚫",🌷,🚁,36.14582512,2867,2133,5107
5747,🪒,"""🚫 2️⃣"" 😆 ⚫",👨‍🍳👩‍🍳,🌃,⛷️ 🟢,🦄,🌹,⛵,34.44117521,3833,2093,4736
5748,🔧,🤐,👨‍🏭👩‍🏭,🏕️,🤸 🔴,🐮,🌸,🚙,28.84848445,6789,2447,7114
5749,"""👅 1️⃣"" 🧹 🟠",😰,👨‍💼👩‍💻 🟤,🏝️,🏌️,🐮,🌹 🔴,🚌,38.28437058,1891,1473,1047
5750,🎸,🥶,"""📴 🔟"" 👨‍🎓👩‍🎓 🟠","""📵 8️⃣"" 🎡 🔵",🚣 🔴,🐨,💮,🛩️,39.91731536,1387,1856,3116
5751,🖋️,🥰 🟣,"""🚫 0️⃣"" 👨‍✈️👩‍✈️ 🔵","""🗣️ 🔣"" 🏞️ 🔵","""❎ 🔣"" 🏄 🟠",🐱,💮 ⚫,🏎️,50.49284315,51,978,139
5752,🧹,😴,🤴👸,🌋,🚴,🐻,🌸,🦽,25.40153428,7964,2766,7967
5753,🪒,🤐 🟢,👮‍♂️👮‍♀️,⛪,🏋️ ⚪,🐨,💮,"""🔷✖️🔢"" 🏎️ 🟣 🆙",38.81756513,1710,1808,2732
5754,🖋️,🤠,👨‍🚀👩‍🚀 ⚪,🎡,🏊,🐷,"""💢 🆒"" 🏵️ 🔵",🚁,35.63545436,3079,1905,3509
5755,🪒,🥶,👨‍💻👩‍💻,🌃,"""🤍✖️4️⃣"" ⛹️ ⚪ 🆙",🐱,🌵,🚌 🟠,33.3425008,4360,2014,4146
5756,🪓 ⚪,🤯,🤴👸,⛩️,🏊,🐶,🌵 ⚪,🛺 🔴,33.46667796,4317,1668,2005
5757,🛡️,🤣,👩‍🏫👩‍⚖️,🌅,🏂 🟢,"""💠✖️🔠"" 🐮 🟣 🆙",🌳,🚁,34.81556717,3517,2023,4198
5758,🧯 🟢,😃,👮‍♂️👮‍♀️,🌇 ⚪,🤺,🐱,🌸,🚁 🟤,33.38019676,4350,1932,3682
5759,🛡️,😴,👨‍🌾👩‍🌾,🏕️,🏋️,🐴,🌷,🚌,25.79946816,7538,2639,7591
5760,🧯,"""🚱✖️8️⃣"" 🥰 🟡 🆙",👨‍🎓👩‍🎓 🔴,🎡,"""💦 🔣"" 🤸 🟠",🐶,🌵,⛵,39.09977107,1612,1799,2668
5761,⛏️,😝 🔵,👨‍💻👩‍💻,🌆,🤺,🐷,🌼,🛴,28.82838457,6801,2392,6735
5762,🦯,🤯,👨‍🏭👩‍🏭,⛩️,⛹️,🐴,🌼,🚄,25.93496438,7453,2574,7443
5763,📌,😨,👨‍⚕️👩‍⚕️,🌄,🕺,"""💠✖️🔣"" 🦊 ⚪ 🆙",🌷,🚌,31.64726834,5295,2275,6005
5764,🎸,😄,👨‍🎨👩‍🎨,🌄 🔴,🏇 ⚫,"""⭕✖️🔠"" 🐯 🟣 🆙","""🛃 🔠"" 🌸 🟠",🚜,44.28452495,411,1278,578
5765,🔫 🟢,😀,👨‍💼👩‍💻,⛲ 🟤,🧗,🐼,🌺,🚐,32.41302833,4820,2170,5450
5766,⛓️ 🔴,🤠 🔵,👨‍✈️👩‍✈️ ⚫,🎡 🟣,🤸,🐮,🌻,🛵 ⚫,42.52278917,715,1229,455
5767,🏹,😡,"""👥 🔢"" 👨‍🌾👩‍🌾 ⚫",🏙️,🏌️,🦊,🌺,🚄 🔴,32.43629198,4803,2175,5492
5768,🛠️,😝,👨‍🎓👩‍🎓,🌅,🏋️ 🟡,🐷 🔴,🍀 🔵,🏍️,35.22035462,3264,1498,1137
5769,"""🔸 4️⃣"" ⛓️ 🟠",😎,👨‍🏭👩‍🏭,🎡 🟢,🏇,🐻,🏵️,⛵,34.93002704,3441,2115,4951
5770,📌,😅,👨‍🎨👩‍🎨,🎪,🧗,"""💚✖️🔣"" 🐯 🟡 🆙",💮,🛺,31.77638111,5188,2261,5944
5771,📌,😝,👨‍⚕️👩‍⚕️,🌄,🤺,"""🚸✖️🔤"" 🦊 🟣 🆙",🌹,"""🚼 🔠"" 🚤 🔵",37.43327288,2303,1945,3769
5772,⛏️,😎 🔵,👩‍🏫👩‍⚖️,🏔️,🛀,🐶,"""🚸✖️7️⃣"" 🌻 ⚪ 🆙",🚁,35.17428789,3288,1960,3839
5773,🖋️ ⚪,🤐,👨‍🎤👩‍🎤 🟢,⛲,🏋️,🐷,🏵️ 🟠,🛩️,35.77115878,3019,1543,1381
5774,💉 🟣,😆,🤴👸,🌆,"""🤍✖️1️⃣"" 🤽 🟡 🆙",🐼 🟣,🌹,🚤,38.02697704,1988,1717,2221
5775,🖋️,🤐,👩‍🏫👩‍⚖️,🌋,🏄,🦄,🌹,🛺,25.62104866,7738,2679,7735
5776,🎸,🤣,"""📴 6️⃣"" 👨‍⚕️👩‍⚕️ 🔵",🌋,⛹️,🐵,🌻 🟤,🛴,35.14766071,3305,1820,2825
5777,🦯,😄,👨‍🚀👩‍🚀,🌇 🟢,🤽,🐶,💮,🏍️,28.08988824,7207,2463,7191
5778,"""🚮 3️⃣"" 🏹 ⚫",🤠,👨‍🏭👩‍🏭,🌉,🚶,🐨,🍀 🔴,🦽,34.31338646,3930,1898,3466
5779,🛡️,😨,👨‍💼👩‍💻,🌇,"""🆚✖️8️⃣"" ⛹️ 🟡 🆙",🐵,🏵️,🛸,31.22344218,5691,2389,6703
5780,🛠️,🤣,👨‍🏫👩‍🏫,🏝️ 🔵,🤸,"""🈂️ 1️⃣"" 🐶 ⚫",🌳,⛵ 🟢,36.78344328,2628,1869,3238
5781,🪓,😴,👨‍💻👩‍💻,🎢 🔴,🏂 🟤,🐮 🟡,🌸,🛸 ⚪,35.45435579,3153,1629,1816
5782,"""💥✖️🔣"" 🔦 🟡 🆙",😨 🟠,👨‍✈️👩‍✈️,🏖️,🚴,🐹,🌵,🏍️ 🟤,35.86430585,2977,1960,3840
5783,🔫,😀 🟠,"""🚸✖️🔣"" 👨‍💻👩‍💻 ⚪ 🆙",🏟️,🚴,🐷,🌺,🛩️,34.97929646,3402,2180,5524
5784,🗡️,🤮,👨‍🎨👩‍🎨,⛺,🚴,🐹,🌵 ⚪,🚜,28.80274137,6823,2279,6022
5785,⛓️ 🟢,😃,👨‍🌾👩‍🌾,🏙️ 🟢,🏄,🐮,🌹,🚁,31.88385255,5125,2187,5572
5786,🔦 🟣,"""🚯 🔢"" 😂 🟠",👨‍🏭👩‍🏭,⛲,"""💚✖️🆓"" 🤸 🟡 🆙",🦁,🌺,"""💚✖️🔣"" 🛴 🟡 🆙",44.77869102,343,1615,1755
5787,⛏️,🤠,"""🔞✖️🔠"" 🤴👸 ⚪ 🆙",🏙️,"""🚳✖️7️⃣"" 🛌 🟣 🆙",🐯 🟣,🌵,🦽,40.35127465,1236,1600,1674
5788,🔦 🔴,"""📵 9️⃣"" 😝 ⚫",👨‍🚀👩‍🚀,🏟️,"""🤍✖️7️⃣"" 🏊 🟣 🆙",🦁 🟠,🌵 🔴,🦽,44.71404133,353,1014,179
5789,🗡️ ⚫,🤢,🤴👸,🌃 🟤,"""💥✖️🆒"" 🏋️ 🟡 🆙",🐻,🍀,🚐 🟡,40.11560855,1324,1535,1334
5790,🔨 ⚫,😎,👨‍🏭👩‍🏭,🌄,🕺 ⚫,🦄,🌻,🦽 ⚪,35.21931168,3265,1772,2499
5791,⛓️,🙄,👨‍🌾👩‍🌾,🏔️,🕺,🐷,🏵️ 🟢,🛺 🔴,29.37712469,6414,2038,4296
5792,🛡️,🥶,👨‍💻👩‍💻 🔴,⛺,🏊,🐮,🌼,🛺,28.96397386,6718,2310,6164
5793,🔧,😄,👨‍💼👩‍💻,🏔️ ⚪,⛹️,🦁,🌻 ⚪,"""🛃 🆒"" 🛵 ⚫",39.05205178,1634,1630,1821
5794,📌,😎,👨‍🌾👩‍🌾 🟠,🎢,🛌 ⚪,🦊,🌹,🛵,32.93033836,4556,2075,4593
5795,🖋️ ⚪,😃 🟡,👨‍⚕️👩‍⚕️,🎢 🔴,🤺,🐨,🍀,⛵ 🟢,35.99930691,2924,1701,2158
5796,🔦,🙄,👨‍🎤👩‍🎤,⛪,🧗,"""💥✖️6️⃣"" 🐯 🟣 🆙",🌺,🏎️,31.81809971,5165,2259,5929
5797,⛏️,🤮 🔴,👨‍🎓👩‍🎓,"""💜✖️6️⃣"" 🌋 🟣 🆙",🏌️,🦊,🏵️,🚲,34.14132311,4022,2154,5300
5798,🏹,😀,👩‍🏫👩‍⚖️ 🟤,⛩️,🤽 🟡,🐰,🌵,🛩️,31.97393926,5067,2047,4367
5799,🗡️,😁 🔵,👨‍🔧👩‍🔧,🌅,🤽,🐶,🌷,🚌 🟠,30.93424689,5882,2221,5769
5800,🔦,😰,👨‍🏫👩‍🏫,⛺,🏂 ⚫,🐷,🌺,🚤,28.96504395,6715,2405,6836
5801,🧹 ⚪,🤮,👨‍✈️👩‍✈️,🏜️,"""🖤 🔠"" 🛀 🟠",🦁,🏵️,"""🔷✖️🔠"" 🛴 🟡 🆙",40.70507231,1132,1794,2631
5802,🔫,😃,"""🚸✖️4️⃣"" 👮‍♂️👮‍♀️ 🟡 🆙",⛩️,🤾,🐶 ⚫,🍀,🏍️,34.44216456,3832,1839,2977
5803,⛏️,"""💭✖️4️⃣"" 😝 ⚪ 🆙",👨‍🎤👩‍🎤,⛺ 🟡,🏊 🔴,🐨,🍀,🏎️,37.43945103,2299,1847,3045
5804,🗡️,🤯,🤴👸 ⚫,⛲,"""🔰 🔟"" 🏌️ 🔵",🐵,"""💥✖️3️⃣"" 🍀 ⚪ 🆙",🚲,41.0186167,1035,1546,1398
5805,🔨,🤠,👨‍⚕️👩‍⚕️,🌁,🏋️ 🔵,🐯,🌸,🚜 🔵,30.62746637,5970,2212,5714
5806,🧹,😁,👨‍🌾👩‍🌾 🟢,🏜️,"""🔱✖️2️⃣"" 🛌 ⚪ 🆙",🐷 🟤,🍀,🚁,36.16604,2857,1719,2233
5807,🏹,"""🚸✖️1️⃣"" 😄 🟣 🆙",👨‍🏫👩‍🏫 🟠,🏜️ 🔴,🏄,🐷,🏵️,"""🖤 9️⃣"" 🚤 🔵",44.01908597,446,1486,1096
5808,📌 ⚪,🤮,👨‍🏭👩‍🏭,⛺,🏋️,🐼,🌹,🚄 🔴,30.1386145,6092,2189,5584
5809,💉,🥰,👨‍🎤👩‍🎤 🟤,🎪,🏇,🦄,🌵,🚄 🔴,29.48524648,6340,2109,4880
5810,🛡️,😂,👨‍🏭👩‍🏭 🔵,🏟️,⛷️ 🟢,🐯,"""🗯️ 🆒"" 🌹 🟠",🚁,38.81342593,1711,1560,1467
5811,🛠️,😅,👨‍🎨👩‍🎨,🏙️,🏇,🐨,🌺,🏎️,25.68769218,7657,2706,7842
5812,🧯 🔴,🤢,👨‍🍳👩‍🍳,🏟️ 🟤,🤸,🦄 ⚫,🌳 🔵,🛴 🟡,40.44259841,1213,1000,157
5813,🔧 🔴,"""🚼 9️⃣"" 🥰 ⚫",👨‍🔧👩‍🔧,"""❎ 0️⃣"" 🏕️ 🔵",🏂,🦄 ⚫,🌵,🚀,42.76007492,667,1527,1292
5814,🧯,😄 🟣,👨‍🌾👩‍🌾,🏟️,"""👣✖️9️⃣"" 🛀 🟡 🆙",🦊,🌼 ⚫,🛸,37.87351089,2049,1721,2246
5815,🪓,🤠,"""💙 🆓"" 👨‍⚕️👩‍⚕️ 🟠",🌄 🟤,🚴,"""🧠✖️🔢"" 🐰 ⚪ 🆙",🌳,🛵,40.00689725,1356,1736,2336
5816,⛓️,😂,👩‍🏫👩‍⚖️,🌉 ⚫,🏂,🦊,💮,🛸,29.19606853,6535,2558,7421
5817,🔧,😅,👨‍🎨👩‍🎨 🟣,🌋,🏄,🐯,🌷,🛴,29.16230613,6558,2326,6254
5818,🎸,🤯,👨‍🎤👩‍🎤,"""🗣️ 3️⃣"" 🏞️ 🔵",🤺,🦄,🌵,🚄 🔴,32.0242255,5039,2242,5846
5819,🛠️,🙄,"""💥✖️🆒"" 👩‍🏫👩‍⚖️ 🟣 🆙","""🚱✖️🔤"" 🌇 🟡 🆙",🕺,🐯,🌼,🚲,37.12467061,2456,2027,4220
5820,⛓️,🥰,👮‍♂️👮‍♀️,"""💜✖️1️⃣"" 🌋 ⚪ 🆙",🏌️ 🟡,🐴,🌷 🟡,🚌 🟠,40.51771625,1190,1366,796
5821,🗡️,🤯,👨‍🏫👩‍🏫 ⚫,⛩️,🛌 ⚫,🐨 ⚫,🌺 🟢,🛩️ 🟣,40.92520812,1063,923,90
5822,🛡️,😃,👨‍✈️👩‍✈️ ⚫,🏞️,🚶,🦄,🌺,🚙 🟢,30.32911999,6040,2174,5483
5823,🛡️,🤮,👨‍🚀👩‍🚀 🟤,⛩️,🏃,🐻,🌵 🟢,🛺,31.30585456,5603,1837,2956
5824,🧯,😂,🤴👸,🎢,🕺,🐹,🌸,🏎️,25.62673781,7731,2699,7818
5825,🔨,😨,👨‍✈️👩‍✈️,🌉,🤽,🐱,🍀,🛺,25.77619068,7561,2603,7493
5826,🔨 🟠,🤢,👨‍🏭👩‍🏭,🎪,🤸,🐱 🟢,🌺,"""👥 8️⃣"" 🚀 ⚫",36.99166409,2527,1763,2455
5827,"""🔷✖️1️⃣"" 🛠️ 🟣 🆙",😎,👨‍⚕️👩‍⚕️ 🔴,🌃,🛌,🐻,🌹 🟣,🚀,38.22919267,1908,1481,1076
5828,💉,🤣,👨‍🏫👩‍🏫,"""💥✖️6️⃣"" 🏙️ 🟡 🆙",🏃,🐼,🌹,🏍️ 🟤,32.16525706,4953,2180,5525
5829,🏹,🙄,👩‍🏫👩‍⚖️,🎪 🟢,🕺 ⚫,🐨,🌼,🛴,32.17439896,4947,2161,5359
5830,🔫,😃,👨‍🏫👩‍🏫,⛲,🛀 ⚪,"""🚮 1️⃣"" 🐹 🟠",🏵️ 🔴,🛸,38.31335412,1873,1506,1180
5831,💉,🤮,👨‍🌾👩‍🌾,🏕️,"""🚸✖️3️⃣"" 🧗 🟡 🆙",🐻,🍀,🏎️,31.35666035,5558,2363,6513
5832,🛠️,😂 🟡,👨‍💻👩‍💻 🟢,🎢,🚶,🐴,🌺 ⚫,"""🚳✖️6️⃣"" 🛴 🟡 🆙",41.87184852,844,1270,560
5833,📌,😴,👨‍✈️👩‍✈️,🌁,🏌️,🐵,🍀 🟢,🚄,28.72270916,6895,2127,5057
5834,"""🚸✖️4️⃣"" 🛠️ 🟡 🆙",😰 🟤,👨‍✈️👩‍✈️ 🟤,⛺,🤺,"""🆚✖️🔢"" 🦊 ⚪ 🆙","""🔞✖️6️⃣"" 🌹 🟡 🆙",⛵,50.18247296,60,862,71
5835,🛡️,😡,👨‍💻👩‍💻,🏞️ 🟢,🏄,🦊,🌻,🚙 🟢,31.02684445,5837,2123,5020
5836,💉 🟤,😎,👨‍⚕️👩‍⚕️ ⚪,⛺,🕺,🐶,🏵️,🏍️,32.15610596,4959,1978,3939
5837,🗡️,😨,👨‍🎤👩‍🎤 🔴,🌋,"""🔸 🆓"" 🏋️ 🟠",🐵 🟢,🏵️ ⚪,🚙,40.00355312,1358,1219,434
5838,🦯 🟢,🤯 🟣,"""🗯️ 8️⃣"" 👨‍🚀👩‍🚀 🟠","""👣✖️🆓"" ⛪ 🟣 🆙",🏇 🟣,🐶,"""🖤 9️⃣"" 🌹 🔵",🛴,52.57618667,25,762,53
5839,🧹 🟢,😝,👨‍🚀👩‍🚀,🌆,🤺,🐴,🌵,🚙,28.75826904,6865,2384,6667
5840,"""📵 🔠"" 💉 🟠",😂,👨‍🎓👩‍🎓,⛩️ 🟢,🏄,"""👅 🔟"" 🦄 🟠",🍀,"""🚯 5️⃣"" 🚤 🔵",45.71225473,272,1357,766
5841,🔧,😝,👨‍🎓👩‍🎓,🏖️,🏃,🦊,🌺 🔴,🛺 🔴,29.37905769,6413,2008,4099
5842,🦯,😁 🟣,👨‍💼👩‍💻 🟣,🎡 🟢,🏂,🐮 🟡,🍀,🏎️,39.8042052,1421,1437,945
5843,💉,😅,👨‍🎓👩‍🎓,🌆 🔵,🏊,🦄,🏵️ 🟢,🚲,32.19458225,4938,1940,3723
5844,🧹,😂,👨‍💻👩‍💻,🎪,🤺 🟠,🦊,🌻,🛸,29.37402489,6415,2334,6317
5845,🪒,"""💥✖️🔤"" 😆 🟣 🆙",🤴👸,🏕️ 🟣,🏋️,🐼,🌻,🛩️,34.7237662,3594,2041,4315
5846,🛠️,🤮,👨‍🎓👩‍🎓 🟣,"""👅 🔠"" 🏜️ ⚫",🛌,🐨,🌷,🏍️,34.42755136,3844,2144,5208
5847,🛠️ ⚫,😘,"""🅿️✖️6️⃣"" 👨‍✈️👩‍✈️ ⚪ 🆙",⛩️,🏂,🦊,🌻,🛸,35.82997104,2993,1953,3805
5848,"""❎ 🆒"" 🔦 🔵",😴,👨‍🚀👩‍🚀,🌆,🤺 🟤,"""🔷✖️5️⃣"" 🦊 ⚪ 🆙",🍀,🛩️,40.2794992,1265,1756,2417
5849,"""👥 🆓"" 🔫 🔵",🤢,👨‍⚕️👩‍⚕️,"""👄✖️1️⃣"" 🏝️ ⚪ 🆙",🚴,🐴 🟢,🌹 🟡,🚁,42.52606639,714,1332,709
5850,🧯,😅,👨‍🎨👩‍🎨,🌆,🚶 🟣,🐮,🍀,🦽,30.12331424,6099,2400,6800
5851,"""🚯 🔢"" 🎸 ⚫",🥰,👨‍⚕️👩‍⚕️,🎪,"""💹✖️3️⃣"" 🏊 🟣 🆙",🦊,🌳,🚌 🟠,38.09442405,1959,1807,2721
5852,🔫,😂,👨‍🌾👩‍🌾,🌁,🏃,"""🔸 🆓"" 🐶 🟠",🏵️,🏎️,31.660014,5279,2258,5926
5853,"""💠✖️8️⃣"" 📌 🟣 🆙",😆,👨‍🔧👩‍🔧,🌆,🏄 🟤,🦊,🌹,🚲,33.95685055,4118,2206,5680
5854,🗡️,🥶,👨‍🌾👩‍🌾,🏟️ 🟠,🛌,🦄,🌺,🛵,28.7203503,6897,2538,7396
5855,🔧 🟤,😰 🟡,👨‍🎓👩‍🎓,🌋,"""🚼 0️⃣"" 🧗 ⚫","""🚳✖️🔣"" 🐼 🟣 🆙",🌹,🚐,44.6413581,362,1475,1056
5856,🪒,🤯,👨‍🎨👩‍🎨,🏖️,🧗,🐹,🌻,🛺 🔴,26.73589397,7365,2396,6772
5857,⛓️,😂,👨‍🎨👩‍🎨,🌃,"""👀✖️3️⃣"" ⛹️ 🟡 🆙",🐰,💮,🚁,31.15679318,5755,2448,7120
5858,💉,😡 ⚪,👨‍🔧👩‍🔧,"""❎ 9️⃣"" 🏕️ 🔵",🏃,🐵,"""🧡 🔤"" 🌹 ⚫","""💙 9️⃣"" 🚀 ⚫",47.65775292,133,1322,681
5859,🪒,😄 🟤,🤴👸,🌄,🚴,🐮 ⚪,🌻,🦽,31.50669442,5413,1998,4040
5860,🧯,"""🗯️ 🔢"" 😘 🟠",👨‍🏭👩‍🏭,"""🗣️ 8️⃣"" 🏞️ 🔵",🚴,🦁 🔵,🌺,🚌,38.41560299,1845,1894,3430
5861,🛠️ 🟤,😝,👨‍🔧👩‍🔧,🏟️ 🟣,🚣,🐰,🌻,🚌,32.09882057,4995,2063,4494
5862,📌,😆,👨‍💼👩‍💻,🏔️,"""🚯 6️⃣"" 🛀 🔵",🐶,🌷,🏍️ 🟤,32.04182298,5028,2234,5822
5863,🪓,🥶 ⚫,"""💭✖️4️⃣"" 🤴👸 🟡 🆙",⛩️,🤸,🐹,🌸,🛸,35.11102062,3326,2157,5324
5864,🧹,🤮,👨‍🌾👩‍🌾,🎢,🛀,🐻 🟤,🍀,🏍️ 🟤,28.34816742,7129,2229,5803
5865,🏹,🥶,👨‍🌾👩‍🌾,🏟️,🏄 🔴,🐼 ⚪,🌼 🔵,🏍️,34.97735907,3403,1555,1440
5866,🦯,😘,"""🚫 3️⃣"" 👨‍🌾👩‍🌾 ⚫",🏔️ 🟤,"""💦 0️⃣"" 🏌️ 🟠",🐵,💮,"""🔸 🔣"" 🚲 🟠",45.90581547,257,1465,1025
5867,🔫,"""💨✖️8️⃣"" 😂 🟡 🆙",👨‍🌾👩‍🌾 🟤,🌋,🤾 🟡,🐵,🌵,🏍️,39.62586221,1471,1718,2226
5868,🔫,😁,👨‍🎨👩‍🎨,⛩️,🧗,🐱,"""🛃 2️⃣"" 🌳 🔵",🚀,32.53536824,4757,1971,3913
5869,📌,🤯,👨‍💼👩‍💻 🟡,🏕️,🏋️ ⚫,🐷,🌷,🚁 🟤,33.55421593,4285,1842,3008
5870,🦯,"""🈂️ 3️⃣"" 😄 🔵",👩‍🏫👩‍⚖️,🌁,🤾,🐱 🟢,🌺 🟠,"""🔰 1️⃣"" 🚜 🔵",42.47028452,732,1285,591
5871,🧹,🙄,👨‍🍳👩‍🍳 🔵,🌆 🟣,🤽,🐰,🌻 ⚫,🚲,36.92542049,2563,1557,1452
5872,🧹,"""💠✖️3️⃣"" 😁 🟡 🆙",👨‍✈️👩‍✈️,⛩️,🏋️,🐹 🟠,🏵️,🛸,33.32349611,4375,1998,4041
5873,🏹 🟤,🤠,🤴👸,"""🅿️✖️6️⃣"" 🏖️ 🟣 🆙",🛀,🐮,🌵,🚄,34.21937563,3982,2113,4924
5874,🛠️,🤢,👨‍🚀👩‍🚀,🌁 ⚫,🏊,🐰,💮,🛸 ⚪,30.65739004,5956,2219,5755
5875,🛡️,"""💜✖️0️⃣"" 😨 🟡 🆙",👨‍💼👩‍💻,🏔️,🏂,🐨,🌷,🦽,30.29780961,6050,2479,7257
5876,🪒 ⚪,"""📴 9️⃣"" 🤮 ⚫",👨‍💻👩‍💻,🏟️,⛷️ 🟢,🐴,🏵️,🛩️,37.75167291,2112,1845,3025
5877,⛓️,😀,👨‍🌾👩‍🌾,🌇,"""💨✖️0️⃣"" 🤺 🟡 🆙",🐨 ⚫,💮,🚜,33.9235168,4136,2135,5119
5878,🖋️,😡,👨‍🏭👩‍🏭,🏝️ 🔴,🤸,🐻,🍀,🚀,28.81004484,6816,2409,6871
5879,🔫,🤠,🤴👸 🟢,🏔️ 🟢,🚣,🐵,💮 🟡,🚀 ⚫,37.81830107,2073,1296,621
5880,"""🀄 🔤"" 🔦 🔵",😆 🔵,👨‍💼👩‍💻,⛲,🛀,🐱,🌳 ⚫,🛺,38.48628034,1818,1588,1607
5881,🧯,😄,👨‍🚀👩‍🚀,"""🚼 1️⃣"" 🌇 ⚫",🏃 🟣,🐮,🌸,🚜,34.55890601,3750,2226,5792
5882,⛏️,🤐,👨‍💼👩‍💻 🟢,🌄,🚶 🟤,🐰,💮 🟤,"""🚳✖️🔣"" 🦽 ⚪ 🆙",39.95062037,1373,1208,411
5883,🧹,🤠,👨‍🏭👩‍🏭,⛺,⛷️,🦁,🌹,🛴,25.45848854,7924,2730,7899
5884,⛓️,😆,👨‍🔧👩‍🔧,⛪,🧗,🐨,🌳,"""🚫 2️⃣"" 🚤 🔵",31.40648925,5511,2363,6514
5885,🔫,😘,"""💭✖️0️⃣"" 🤴👸 🟣 🆙","""🈂️ 8️⃣"" 🌁 🟠",🏃 ⚪,🐷,🌵,"""🛅✖️3️⃣"" 🛸 ⚪ 🆙",47.23576235,152,1422,914
5886,🛠️,😎 🟤,👨‍🏫👩‍🏫,🌁,🤺,🐮,"""🤍✖️7️⃣"" 🌻 🟣 🆙",🏍️,34.76578715,3558,1913,3565
5887,🔫,😝,👨‍⚕️👩‍⚕️,🏙️,🤽,🦄 🔵,🌹,🛵,28.64641872,6954,2243,5849
5888,🔨,😎,👨‍🚀👩‍🚀,🏞️,🤺,🐻,🍀,🚄,25.81819995,7524,2607,7503
5889,⛏️,😴,👨‍🎤👩‍🎤,🌁,⛷️,🐯,🌺,⛵,25.52322879,7864,2727,7894
5890,🖋️,😅,👮‍♂️👮‍♀️,⛩️,🤽,🦁,🌳,🚲,25.76572945,7571,2646,7623
5891,🎸,😃,"""🚳✖️3️⃣"" 👨‍⚕️👩‍⚕️ 🟣 🆙",🌆,"""🀄 8️⃣"" 🤾 🟠",🐼,🌹,🚲,37.01837119,2510,2063,4495
5892,"""❎ 🔠"" 🏹 🔵",🤠 🟡,👨‍🌾👩‍🌾,⛩️,🛀,🐶,💮,🛸 ⚪,36.3072824,2807,1914,3575
5893,"""🚼 1️⃣"" 🧹 ⚫",😨,🤴👸,"""🧡 🆒"" ⛲ 🔵","""💙 4️⃣"" 🤾 ⚫",🐨,🌹,🚀,42.63034383,688,1799,2669
5894,🗡️,🙄,👨‍💼👩‍💻,🌇,🛀,🐰,🌸 🔴,🚲,28.64251272,6957,2191,5594
5895,🦯,🙄,👨‍⚕️👩‍⚕️,🌆,⛷️,🐷,🏵️,🛵,25.6176133,7743,2666,7692
5896,🧯 🟤,🤠,👮‍♂️👮‍♀️,🌆,⛷️,🐱,🏵️ 🟣,🚁,32.34798226,4854,1881,3334
5897,⛓️,😆 🟢,👨‍🌾👩‍🌾,⛺,🚣,🐻,🌷,🚐,28.64640406,6955,2539,7398
5898,🔧 🟣,😆,"""🦴 🔟"" 👨‍⚕️👩‍⚕️ 🟠",⛩️,🚣,🐨,💮 🟡,🚤,39.26233953,1556,1482,1084
5899,🦯,😆,👨‍🔧👩‍🔧,⛺,🛌,"""📴 6️⃣"" 🐨 🟠",🌳,🚐,31.42417812,5492,2335,6326
5900,"""🚳✖️3️⃣"" 🗡️ 🟣 🆙",😰,👨‍🎓👩‍🎓,🌆,🏇 🟢,🐹,🏵️,🚜,34.79460629,3537,2087,4685
5901,🔦,😡 ⚪,👨‍🔧👩‍🔧,🌃 🟡,🏃,🐹,🌼,🛵,33.99090693,4101,2164,5387
5902,"""🚼 🔠"" 🔧 🟠",😁,👨‍🎨👩‍🎨 🟢,🎢,🏄,🐼,🌷,"""🔷✖️0️⃣"" 🏎️ 🟣 🆙",40.58603453,1173,1666,1994
5903,🎸,😰,👨‍🔧👩‍🔧,🌅,🛀,🐹,🌵,🚁 🟤,26.62642335,7377,2490,7306
5904,📌,😆,👩‍🏫👩‍⚖️,⛪,🤸,🐹,🌸,🚐,25.51255867,7876,2747,7935
